molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,526.0,intermediate
CHEMBL389328,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,5070.0,intermediate
CHEMBL182653,COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1,33320.0,intermediate
CHEMBL573524,COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1OC,930.0,inactive
CHEMBL573523,COc1cccc(/C=C/C(=O)c2ccc(O)cc2O)c1,2800.0,inactive
CHEMBL1935203,O=C(/C=C/c1ccccc1Cl)c1ccc(O)cc1O,3210.0,intermediate
CHEMBL139679,O=C(/C=C/c1ccc(Cl)cc1)c1ccc(O)cc1O,6070.0,inactive
CHEMBL317469,COc1ccc(C(=O)/C=C/c2ccccc2)c(O)c1,31020.0,inactive
CHEMBL229907,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,4200.0,intermediate
CHEMBL262597,COc1ccc(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(O)c1,2170.0,intermediate
CHEMBL260597,COc1cccc(/C=C/C(=O)c2ccc(OC)cc2O)c1,3150.0,intermediate
CHEMBL405022,COc1ccc(C(=O)/C=C/c2ccccc2Cl)c(O)c1,6850.0,intermediate
CHEMBL406861,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(O)c1,13510.0,inactive
CHEMBL36584,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2OC)cc1,2340.0,active
CHEMBL1935205,COc1ccc(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(OC)c1,2200.0,intermediate
CHEMBL241781,COc1ccc(C(=O)/C=C/c2ccccc2Cl)c(OC)c1,3130.0,inactive
CHEMBL138662,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(OC)c1,3090.0,active
CHEMBL243829,COc1ccc(/C=C/C(=O)c2c(O)cc(OC)cc2OC)cc1,5830.0,intermediate
CHEMBL243830,COc1cc(O)c(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(OC)c1,750.0,inactive
CHEMBL252869,COc1cc(O)c(C(=O)/C=C/c2ccccc2Cl)c(OC)c1,5270.0,inactive
CHEMBL36619,COc1ccc(/C=C/C(=O)c2ccc(OC)c(OC)c2)cc1,2190.0,intermediate
CHEMBL595816,COc1ccc(/C=C/C(=O)c2ccc(OC)c(OC)c2)cc1OC,3280.0,intermediate
CHEMBL1935207,COc1ccc(C(=O)/C=C/c2ccccc2Cl)cc1OC,11040.0,intermediate
CHEMBL1935208,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1OC,2720.0,intermediate
CHEMBL1935209,O=C(/C=C/c1ccccc1)c1ccc2ccccc2c1O,24320.0,inactive
CHEMBL1935210,COc1ccc(/C=C/C(=O)c2ccc3ccccc3c2O)cc1,16920.0,intermediate
CHEMBL1935211,COc1ccc(/C=C/C(=O)c2ccc3ccccc3c2O)cc1OC,2500.0,intermediate
CHEMBL1935212,COc1cccc(/C=C/C(=O)c2ccc3ccccc3c2O)c1,11890.0,intermediate
CHEMBL1935215,O=C(/C=C/c1ccc(Cl)c(Cl)c1)c1ccc2ccccc2c1O,26120.0,active
CHEMBL1935216,O=C(/C=C/c1ccccc1)c1c(O)ccc2ccccc12,2770.0,intermediate
CHEMBL1935217,COc1ccc(/C=C/C(=O)c2c(O)ccc3ccccc23)cc1,3810.0,intermediate
CHEMBL1935218,COc1ccc(/C=C/C(=O)c2c(O)ccc3ccccc23)cc1OC,1840.0,intermediate
CHEMBL1935219,COc1cccc(/C=C/C(=O)c2c(O)ccc3ccccc23)c1,1930.0,inactive
CHEMBL1935220,O=C(/C=C/c1ccccc1Cl)c1c(O)ccc2ccccc12,5210.0,intermediate
CHEMBL1935222,O=C(/C=C/c1ccc(Cl)c(Cl)c1)c1c(O)ccc2ccccc12,8780.0,inactive
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,330.0,intermediate
CHEMBL389328,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,4970.0,active
CHEMBL182653,COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1,12050.0,inactive
CHEMBL573524,COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1OC,850.0,inactive
CHEMBL573523,COc1cccc(/C=C/C(=O)c2ccc(O)cc2O)c1,1940.0,active
CHEMBL1935203,O=C(/C=C/c1ccccc1Cl)c1ccc(O)cc1O,3280.0,intermediate
CHEMBL139679,O=C(/C=C/c1ccc(Cl)cc1)c1ccc(O)cc1O,6370.0,active
CHEMBL317469,COc1ccc(C(=O)/C=C/c2ccccc2)c(O)c1,30950.0,active
CHEMBL229907,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,2200.0,active
CHEMBL262597,COc1ccc(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(O)c1,1060.0,active
CHEMBL260597,COc1cccc(/C=C/C(=O)c2ccc(OC)cc2O)c1,1470.0,active
CHEMBL405022,COc1ccc(C(=O)/C=C/c2ccccc2Cl)c(O)c1,3320.0,active
CHEMBL406861,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(O)c1,10720.0,active
CHEMBL36584,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2OC)cc1,1910.0,active
CHEMBL1935205,COc1ccc(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(OC)c1,1030.0,active
CHEMBL241781,COc1ccc(C(=O)/C=C/c2ccccc2Cl)c(OC)c1,2630.0,active
CHEMBL138662,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(OC)c1,1130.0,active
CHEMBL243829,COc1ccc(/C=C/C(=O)c2c(O)cc(OC)cc2OC)cc1,3000.0,active
CHEMBL243830,COc1cc(O)c(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(OC)c1,530.0,active
CHEMBL252869,COc1cc(O)c(C(=O)/C=C/c2ccccc2Cl)c(OC)c1,2820.0,active
CHEMBL36619,COc1ccc(/C=C/C(=O)c2ccc(OC)c(OC)c2)cc1,1160.0,inactive
CHEMBL595816,COc1ccc(/C=C/C(=O)c2ccc(OC)c(OC)c2)cc1OC,3800.0,active
CHEMBL1935207,COc1ccc(C(=O)/C=C/c2ccccc2Cl)cc1OC,7800.0,active
CHEMBL1935208,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1OC,1730.0,active
CHEMBL1935209,O=C(/C=C/c1ccccc1)c1ccc2ccccc2c1O,9230.0,active
CHEMBL1935210,COc1ccc(/C=C/C(=O)c2ccc3ccccc3c2O)cc1,9830.0,active
CHEMBL1935211,COc1ccc(/C=C/C(=O)c2ccc3ccccc3c2O)cc1OC,1950.0,intermediate
CHEMBL1935212,COc1cccc(/C=C/C(=O)c2ccc3ccccc3c2O)c1,5680.0,inactive
CHEMBL1935215,O=C(/C=C/c1ccc(Cl)c(Cl)c1)c1ccc2ccccc2c1O,22390.0,inactive
CHEMBL1935216,O=C(/C=C/c1ccccc1)c1c(O)ccc2ccccc12,2580.0,inactive
CHEMBL1935217,COc1ccc(/C=C/C(=O)c2c(O)ccc3ccccc23)cc1,2890.0,inactive
CHEMBL1935218,COc1ccc(/C=C/C(=O)c2c(O)ccc3ccccc23)cc1OC,720.0,intermediate
CHEMBL1935219,COc1cccc(/C=C/C(=O)c2c(O)ccc3ccccc23)c1,1930.0,active
CHEMBL1935220,O=C(/C=C/c1ccccc1Cl)c1c(O)ccc2ccccc12,5580.0,inactive
CHEMBL1935222,O=C(/C=C/c1ccc(Cl)c(Cl)c1)c1c(O)ccc2ccccc12,7260.0,intermediate
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,260.0,intermediate
CHEMBL2013174,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(C)C)n3)nc3c(Cl)c(OCCN4CCOCC4)ccc23)CN1C(=O)[C@@H](NC(=O)O[C@@H]1C[C@@H]2C[C@@H]2C1)C(C)(C)C)C(=O)O,1400.0,intermediate
CHEMBL2011282,COc1ccc(CCNC(=O)c2cc(=O)c3c(OCc4ccccc4)cccc3o2)cc1OC,170.0,intermediate
CHEMBL2011286,COc1ccc(CCNC(=O)c2cc(=O)c3c(OCCc4ccc(OC)c(OC)c4)cccc3o2)cc1OC,470.0,active
CHEMBL2011287,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccccc5)cccc4o3)c2c1,180.0,inactive
CHEMBL2011288,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1,110.0,inactive
CHEMBL2011289,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccc(C)cc5)cccc4o3)c2c1,200.0,inactive
CHEMBL2011290,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCCc5ccccc5)cccc4o3)c2c1,160.0,inactive
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,50.0,inactive
CHEMBL260654,COc1cc(O)c(C(=O)/C=C/c2c(OC)cccc2OC)c(OC)c1,350.0,inactive
CHEMBL404782,COc1cc(/C=C/C(=O)c2c(O)cc(OC)cc2OC)cc(OC)c1,170.0,inactive
CHEMBL406837,COc1cccc(/C=C/C(=O)c2c(O)cc(OC)cc2OC)c1,260.0,intermediate
CHEMBL1834566,COc1cc(OC)c(/C=C/C(=O)c2cn(C)c3ccccc23)c(OC)c1,450.0,active
CHEMBL1834565,COc1cccc(OC)c1/C=C/C(=O)c1cn(C)c2ccccc12,270.0,active
CHEMBL1834568,COc1cc(OC)c(/C=C/C(=O)c2cn(C)c3ccc(OC)cc23)c(OC)c1,350.0,intermediate
CHEMBL84,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,170.0,active
CHEMBL837,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,176.0,active
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,5.0,inactive
CHEMBL6966,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,50000.0,intermediate
CHEMBL91867,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,200.0,intermediate
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,400.0,intermediate
CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,500.0,intermediate
CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,500.0,intermediate
CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,900.0,inactive
CHEMBL2074917,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1)c1ccccc1,1500.0,active
CHEMBL1502,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,10000.0,intermediate
CHEMBL584,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,12500.0,inactive
CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,150000.0,intermediate
CHEMBL163,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,19500.0,intermediate
CHEMBL114,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,19500.0,intermediate
CHEMBL36506,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,25000.0,intermediate
CHEMBL1405,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,3000.0,intermediate
CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,500.0,active
CHEMBL1405,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,10000.0,active
CHEMBL2074984,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1ccc(OCc2ccccc2)cc1)c1ccccc1,2000.0,active
CHEMBL2074917,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1)c1ccccc1,2000.0,active
CHEMBL2074984,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1ccc(OCc2ccccc2)cc1)c1ccccc1,2000.0,active
CHEMBL1525298,CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1,3000.0,active
CHEMBL1525298,CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1,3000.0,active
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,250.0,active
CHEMBL2158549,O=[N+]([O-])c1ccc(N2CCN(c3nc(-c4ccccc4)nc4ccccc34)CC2)cc1,9350.0,active
CHEMBL2158548,O=[N+]([O-])c1cccc(N2CCN(c3nc(-c4ccccc4)nc4ccccc34)CC2)c1,7950.0,active
CHEMBL2158547,COc1cccc(N2CCN(c3nc(-c4ccccc4)nc4ccccc34)CC2)c1,8900.0,active
CHEMBL2158546,Fc1ccc(N2CCN(c3nc(-c4ccccc4)nc4ccccc34)CC2)cc1Cl,8220.0,active
CHEMBL2158545,Clc1cccc(N2CCN(c3nc(-c4ccccc4)nc4ccccc34)CC2)c1,5910.0,inactive
CHEMBL2158544,Brc1cccc(N2CCN(c3nc(-c4ccccc4)nc4ccccc34)CC2)c1,5120.0,inactive
CHEMBL1277172,c1ccc(-c2nc(N3CCN(c4ccccc4)CC3)c3ccccc3n2)cc1,8920.0,inactive
CHEMBL2158543,FC(F)(F)c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,1530.0,inactive
CHEMBL2158542,FC(F)(F)c1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,250.0,inactive
CHEMBL2158558,N#Cc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,140.0,inactive
CHEMBL2158557,O=[N+]([O-])c1cc(Nc2nc(-c3ccccc3)nc3ccccc23)ccc1F,2460.0,inactive
CHEMBL2158556,O=[N+]([O-])c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,970.0,inactive
CHEMBL118812,O=[N+]([O-])c1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,130.0,inactive
CHEMBL2158555,O=[N+]([O-])c1ccccc1Nc1nc(-c2ccccc2)nc2ccccc12,5930.0,inactive
CHEMBL2158554,COc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1OC,190.0,inactive
CHEMBL1617104,COc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,1930.0,inactive
CHEMBL1190912,COc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,1320.0,inactive
CHEMBL1338919,COc1ccccc1Nc1nc(-c2ccccc2)nc2ccccc12,2250.0,inactive
CHEMBL2158553,Fc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1Cl,1660.0,inactive
CHEMBL1195084,Clc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,1930.0,inactive
CHEMBL2158552,Brc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,6830.0,inactive
CHEMBL2158551,Brc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,570.0,inactive
CHEMBL2158550,Brc1ccccc1Nc1nc(-c2ccccc2)nc2ccccc12,3750.0,inactive
CHEMBL1194993,c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,2570.0,inactive
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,50000.0,intermediate
CHEMBL2331724,COC(=O)c1ccc(-c2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,3214.0,intermediate
CHEMBL2331718,COC(=O)c1ccc(-c2ccc(CN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ncccc2c1,1540.0,intermediate
CHEMBL2331725,COC(=O)c1ccc(-c2ccc(CN3CCc4ccccc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,1461.0,intermediate
CHEMBL2331723,COC(=O)c1ccc(-c2ccc(CCN3CCc4ccccc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,1100.0,intermediate
CHEMBL2331719,COCCOCCOCCOc1cc2c(cc1OC)CN(Cc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2,1031.0,intermediate
CHEMBL2331717,COC(=O)c1ccc(-c2ccc(CN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,943.0,intermediate
CHEMBL2331722,COCCOCCOCCOc1cc2c(cc1OCCOCCOCCOC)CN(Cc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2,839.0,intermediate
CHEMBL2331715,COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,760.0,intermediate
CHEMBL410316,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3,731.0,intermediate
CHEMBL2331726,COC(=O)c1ccc(-c2ccc(CN3CCc4ccccc4C3)cc2)cc1NC(=O)c1ccc2ncccc2c1,641.0,intermediate
CHEMBL2331721,COCCOCCOCCOc1cc2c(cc1OC)CCN(Cc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,591.0,intermediate
CHEMBL2331716,COCCOCCOCCOc1cc2c(cc1OCCOCCOCCOC)CN(CCc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2,544.0,intermediate
CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,526.0,intermediate
CHEMBL2331720,COCCOCCOCCOc1cc2c(cc1OC)CN(Cc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)CC2,237.0,intermediate
CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,127.0,intermediate
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,117.0,intermediate
CHEMBL502503,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,65.0,intermediate
CHEMBL2420088,COc1cc(-c2oc3c(ccc4ccccc43)c(=O)c2O)ccc1F,22500.0,intermediate
CHEMBL2420088,COc1cc(-c2oc3c(ccc4ccccc43)c(=O)c2O)ccc1F,17900.0,intermediate
CHEMBL2420095,O=c1c(O)c(-c2ccccc2)oc2ccc3ccccc3c12,13600.0,intermediate
CHEMBL2420098,COc1c(-c2ccccc2)oc2ccc3ccccc3c2c1=O,12500.0,intermediate
CHEMBL2331821,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2O)cc1,12400.0,intermediate
CHEMBL2420098,COc1c(-c2ccccc2)oc2ccc3ccccc3c2c1=O,11100.0,intermediate
CHEMBL2420095,O=c1c(O)c(-c2ccccc2)oc2ccc3ccccc3c12,11000.0,intermediate
CHEMBL2331821,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2O)cc1,8950.0,intermediate
CHEMBL2420096,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2O)cc1,8930.0,intermediate
CHEMBL26260,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,8320.0,intermediate
CHEMBL2420099,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2OC)cc1,8020.0,intermediate
CHEMBL2420102,COc1ccc(-c2oc3ccccc3c(=O)c2OC)cc1,7740.0,intermediate
CHEMBL2420086,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2O)cc1,6930.0,intermediate
CHEMBL2420102,COc1ccc(-c2oc3ccccc3c(=O)c2OC)cc1,6500.0,intermediate
CHEMBL2420096,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2O)cc1,6120.0,active
CHEMBL2420097,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2O)cc1OC,6120.0,active
CHEMBL26260,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,6050.0,active
CHEMBL75169,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)c(OC)c1,5980.0,active
CHEMBL75169,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)c(OC)c1,5940.0,active
CHEMBL2420100,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2OC)cc1OC,5250.0,active
CHEMBL2420086,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2O)cc1,4970.0,active
CHEMBL2420097,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2O)cc1OC,4840.0,active
CHEMBL2420100,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2OC)cc1OC,4270.0,active
CHEMBL2420092,COc1cc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)ccc1F,4010.0,active
CHEMBL2075017,COc1ccc(-c2oc3cc(OC)cc(O)c3c(=O)c2OC)c(OC)c1,3890.0,active
CHEMBL2075017,COc1ccc(-c2oc3cc(OC)cc(O)c3c(=O)c2OC)c(OC)c1,3270.0,active
CHEMBL2420090,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)cc1,3070.0,inactive
CHEMBL2420099,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2OC)cc1,3070.0,intermediate
CHEMBL2420085,O=c1c(O)c(-c2ccccc2)oc2c1ccc1ccccc12,2890.0,intermediate
CHEMBL2420089,COc1c(-c2ccccc2)oc2c(ccc3ccccc32)c1=O,2710.0,intermediate
CHEMBL2420093,COc1ccc(-c2cc(=O)c3c(ccc4ccccc43)o2)cc1,2460.0,intermediate
CHEMBL2420092,COc1cc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)ccc1F,2440.0,intermediate
CHEMBL2420089,COc1c(-c2ccccc2)oc2c(ccc3ccccc32)c1=O,2310.0,intermediate
CHEMBL575808,COc1ccc2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,2140.0,intermediate
CHEMBL19032,COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,1880.0,intermediate
CHEMBL77198,COc1ccc2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1,1770.0,intermediate
CHEMBL2420093,COc1ccc(-c2cc(=O)c3c(ccc4ccccc43)o2)cc1,1690.0,intermediate
CHEMBL2420085,O=c1c(O)c(-c2ccccc2)oc2c1ccc1ccccc12,1590.0,intermediate
CHEMBL2420087,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2O)cc1OC,1520.0,intermediate
CHEMBL283196,O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,1400.0,intermediate
CHEMBL2420103,COc1ccc(-c2oc3ccccc3c(=O)c2OC)cc1OC,1340.0,intermediate
CHEMBL283196,O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,1310.0,intermediate
CHEMBL2420082,COc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1,1290.0,intermediate
CHEMBL144625,COc1c(-c2ccccc2)oc2ccccc2c1=O,1280.0,intermediate
CHEMBL2420082,COc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1,1280.0,intermediate
CHEMBL2420083,COc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1OC,1230.0,intermediate
CHEMBL144625,COc1c(-c2ccccc2)oc2ccccc2c1=O,1210.0,intermediate
