molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL575808,COc1ccc2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,1180.0,intermediate
CHEMBL2420103,COc1ccc(-c2oc3ccccc3c(=O)c2OC)cc1OC,1180.0,intermediate
CHEMBL2420083,COc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1OC,1130.0,intermediate
CHEMBL2420090,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)cc1,1060.0,intermediate
CHEMBL77198,COc1ccc2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1,1010.0,active
CHEMBL19032,COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,822.0,active
CHEMBL2420087,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2O)cc1OC,724.0,active
CHEMBL2420094,COc1ccc(-c2cc(=O)c3c(ccc4ccccc43)o2)cc1OC,590.0,active
CHEMBL77966,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,570.0,active
CHEMBL77966,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,540.0,active
CHEMBL2420084,COc1cc(-c2cc(=O)c3ccc4ccccc4c3o2)ccc1F,522.0,active
CHEMBL2420091,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)cc1OC,468.0,active
CHEMBL2420094,COc1ccc(-c2cc(=O)c3c(ccc4ccccc43)o2)cc1OC,458.0,active
CHEMBL2420084,COc1cc(-c2cc(=O)c3ccc4ccccc4c3o2)ccc1F,457.0,active
CHEMBL2420091,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)cc1OC,426.0,active
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,354.0,active
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,215.0,active
CHEMBL100714,COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1OC,7380.0,active
CHEMBL3092494,COc1ccc(Nc2ncnc3ccccc23)cc1OC,4790.0,active
CHEMBL3092481,COc1ccc(-c2nc(Nc3ccccc3)c3ccccc3n2)cc1OC,4090.0,active
CHEMBL3092495,COc1cc2ncnc(Nc3ccccc3[N+](=O)[O-])c2cc1OC,3970.0,active
CHEMBL3092495,COc1cc2ncnc(Nc3ccccc3[N+](=O)[O-])c2cc1OC,3800.0,active
CHEMBL100714,COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1OC,3790.0,active
CHEMBL3092494,COc1ccc(Nc2ncnc3ccccc23)cc1OC,3380.0,active
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,3190.0,active
CHEMBL3092497,COc1cc2ncnc(Nc3ccc([N+](=O)[O-])cc3)c2cc1OC,2920.0,active
CHEMBL3092497,COc1cc2ncnc(Nc3ccc([N+](=O)[O-])cc3)c2cc1OC,2460.0,active
CHEMBL316064,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,2400.0,active
CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,2320.0,active
CHEMBL3092492,N#Cc1cccc(Nc2ncnc3ccccc23)c1,2030.0,active
CHEMBL3092481,COc1ccc(-c2nc(Nc3ccccc3)c3ccccc3n2)cc1OC,1990.0,active
CHEMBL316064,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,1980.0,active
CHEMBL3092501,COc1ccc(Nc2nc(Nc3ccc(OC)c(OC)c3)c3cc(OC)c(OC)cc3n2)cc1OC,1740.0,active
CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,1730.0,active
CHEMBL92824,FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,1550.0,active
CHEMBL3092484,COc1ccc(-c2nc(Nc3ccccc3[N+](=O)[O-])c3ccccc3n2)cc1OC,1550.0,active
CHEMBL3092501,COc1ccc(Nc2nc(Nc3ccc(OC)c(OC)c3)c3cc(OC)c(OC)cc3n2)cc1OC,1520.0,active
CHEMBL290096,Brc1cccc(Nc2ncnc3ccccc23)c1,1480.0,active
CHEMBL3092492,N#Cc1cccc(Nc2ncnc3ccccc23)c1,1180.0,active
CHEMBL3092493,O=[N+]([O-])c1cccc(Nc2ncnc3ccccc23)c1,1130.0,intermediate
CHEMBL290096,Brc1cccc(Nc2ncnc3ccccc23)c1,1080.0,active
CHEMBL2333998,COc1cc2ncnc(Nc3cccc(C#N)c3)c2cc1OC,1060.0,active
CHEMBL92824,FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,940.0,active
CHEMBL2333998,COc1cc2ncnc(Nc3cccc(C#N)c3)c2cc1OC,930.0,active
CHEMBL3092496,COc1cc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2cc1OC,910.0,intermediate
CHEMBL3092493,O=[N+]([O-])c1cccc(Nc2ncnc3ccccc23)c1,890.0,intermediate
CHEMBL1999832,COc1cc2nc(Nc3cccc(Br)c3)nc(Nc3cccc(Br)c3)c2cc1OC,860.0,active
CHEMBL3092496,COc1cc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2cc1OC,810.0,intermediate
CHEMBL3092498,COc1cc2nc(Nc3cccc(C(F)(F)F)c3)nc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,800.0,intermediate
CHEMBL3092491,COc1ccc(-c2nc(Nc3ccc(O)cc3)c3ccccc3n2)cc1OC,680.0,intermediate
CHEMBL1999832,COc1cc2nc(Nc3cccc(Br)c3)nc(Nc3cccc(Br)c3)c2cc1OC,670.0,intermediate
CHEMBL3092484,COc1ccc(-c2nc(Nc3ccccc3[N+](=O)[O-])c3ccccc3n2)cc1OC,640.0,active
CHEMBL3092498,COc1cc2nc(Nc3cccc(C(F)(F)F)c3)nc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,610.0,active
CHEMBL3092483,COc1ccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)cc1OC,610.0,active
CHEMBL3092499,COc1cc2nc(Nc3cccc(C#N)c3)nc(Nc3cccc(C#N)c3)c2cc1OC,480.0,active
CHEMBL3092499,COc1cc2nc(Nc3cccc(C#N)c3)nc(Nc3cccc(C#N)c3)c2cc1OC,470.0,active
CHEMBL3092491,COc1ccc(-c2nc(Nc3ccc(O)cc3)c3ccccc3n2)cc1OC,470.0,inactive
CHEMBL3092483,COc1ccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)cc1OC,420.0,inactive
CHEMBL3092482,COc1ccc(-c2nc(Nc3cccc(Br)c3)c3ccccc3n2)cc1OC,400.0,active
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,330.0,active
CHEMBL3092500,COc1cc2nc(Nc3cccc([N+](=O)[O-])c3)nc(Nc3cccc([N+](=O)[O-])c3)c2cc1OC,330.0,intermediate
CHEMBL3092500,COc1cc2nc(Nc3cccc([N+](=O)[O-])c3)nc(Nc3cccc([N+](=O)[O-])c3)c2cc1OC,320.0,inactive
CHEMBL3092486,COc1ccc(-c2nc(Nc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)cc1OC,320.0,active
CHEMBL3092488,COc1ccc(-c2nc(Nc3cccc(C#N)c3)c3ccccc3n2)cc1OC,300.0,active
CHEMBL3092487,COc1ccc(-c2nc(Nc3cccc(C(F)(F)F)c3)c3ccccc3n2)cc1OC,300.0,active
CHEMBL3092486,COc1ccc(-c2nc(Nc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)cc1OC,300.0,active
CHEMBL3092489,COc1ccc(-c2nc(Nc3ccccc3O)c3ccccc3n2)cc1OC,290.0,active
CHEMBL3092482,COc1ccc(-c2nc(Nc3cccc(Br)c3)c3ccccc3n2)cc1OC,290.0,active
CHEMBL3092489,COc1ccc(-c2nc(Nc3ccccc3O)c3ccccc3n2)cc1OC,260.0,intermediate
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,250.0,intermediate
CHEMBL3092487,COc1ccc(-c2nc(Nc3cccc(C(F)(F)F)c3)c3ccccc3n2)cc1OC,240.0,inactive
CHEMBL3092488,COc1ccc(-c2nc(Nc3cccc(C#N)c3)c3ccccc3n2)cc1OC,190.0,active
CHEMBL1360562,Oc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,150.0,active
CHEMBL3092490,COc1ccc(-c2nc(Nc3cccc(O)c3)c3ccccc3n2)cc1OC,140.0,active
CHEMBL3092490,COc1ccc(-c2nc(Nc3cccc(O)c3)c3ccccc3n2)cc1OC,110.0,intermediate
CHEMBL3092485,COc1ccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)cc1OC,92.0,inactive
CHEMBL3092485,COc1ccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)cc1OC,76.0,active
CHEMBL3110301,COc1ccc2[nH]cc(CCN(C)Cc3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1,820.0,active
CHEMBL3110300,CN(CCc1c[nH]c2ccccc12)Cc1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1.Cl,2000.0,active
CHEMBL3110299,O=C(NCc1cn(CCc2c[nH]c3ccccc23)nn1)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,250.0,active
CHEMBL3110298,O=C(NCc1cn(Cc2ccc(Br)cc2)nn1)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,930.0,active
CHEMBL3110297,O=C(NCc1cn(Cc2ccccc2)nn1)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,430.0,active
CHEMBL3110296,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4ccc(OCc5ccc(Br)cc5)cc4o3)c2c1,10.0,active
CHEMBL3110295,CN(CCc1cn(C)c2ccccc12)C(=O)c1cc(=O)c2cc(OCc3ccc(Br)cc3)ccc2o1,2000.0,inactive
CHEMBL3110294,CN(CCc1c[nH]c2ccccc12)C(=O)c1cc(=O)c2cc(OCc3ccc(Br)cc3)ccc2o1,2000.0,active
CHEMBL3110293,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4cc(OCc5ccc(Br)cc5)ccc4o3)c2c1,530.0,active
CHEMBL3110292,COc1ccc2[nH]cc(CCN(C)C(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1,2000.0,active
CHEMBL3108796,CN(CCc1cn(C)c2ccccc12)C(=O)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,2000.0,active
CHEMBL3110291,CN(CCc1c[nH]c2ccccc12)C(=O)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,2000.0,active
CHEMBL3110290,Cn1cc(CCNC(=O)c2cc(=O)c3c(OCc4ccc(Br)cc4)cccc3o2)c2ccccc21,1100.0,active
CHEMBL3110289,COc1ccc2c(CCNC(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c[nH]c2c1,290.0,active
CHEMBL2011288,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1,380.0,active
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,170.0,active
CHEMBL3238330,COc1cccc(OC)c1/C=C/C(=O)c1ccc(C(=O)/C=C/c2c(OC)cccc2OC)cc1,190.0,active
CHEMBL3238340,COc1cc(OC)cc(C(=O)/C=C/c2ccc(/C=C/C(=O)c3cc(OC)cc(OC)c3)cc2)c1,270.0,inactive
CHEMBL1957190,CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2,35000.0,inactive
CHEMBL1957191,O=C1CCCc2c1c1c(n2Cc2ccccc2)-c2ccccc2C1=O,30000.0,inactive
CHEMBL1957192,O=C1CCCc2c1c1c(n2CCc2ccccc2)-c2ccccc2C1=O,430.0,inactive
CHEMBL1957193,O=C1CCCc2c1c1c(n2CCCc2ccccc2)-c2ccccc2C1=O,790.0,active
CHEMBL3353413,CC1CC(=O)c2c3c(n(C(C)C)c2C1)-c1ccccc1C3=O,4100.0,active
CHEMBL1957203,CC1CC(=O)c2c3c(n(Cc4ccccc4)c2C1)-c1ccccc1C3=O,15000.0,active
CHEMBL1957202,O=C1CC(c2ccccc2)Cc2c1c1c(n2Cc2ccccc2)-c2ccccc2C1=O,960.0,active
CHEMBL3353414,CC1CC(=O)c2c3c(n(CCc4ccccc4)c2C1)-c1ccccc1C3=O,230.0,active
CHEMBL3353415,O=C1CC(c2ccccc2)Cc2c1c1c(n2CCc2ccccc2)-c2ccccc2C1=O,490.0,active
CHEMBL3353416,COc1ccccc1CCn1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2,210.0,intermediate
CHEMBL3353417,COc1cccc(CCn2c3c(c4c2-c2ccccc2C4=O)C(=O)CCC3)c1,310.0,inactive
CHEMBL3353418,COc1ccc(CCn2c3c(c4c2-c2ccccc2C4=O)C(=O)CCC3)cc1,700.0,intermediate
CHEMBL3353419,CC(C)=CCOc1cccc2c1C(=O)c1c3c(n(C(C)C)c1-2)CCCC3=O,3000.0,active
CHEMBL3353420,CC(C)=CCOc1cccc2c1-c1c(c3c(n1C(C)C)CCCC3=O)C2=O,1600.0,inactive
CHEMBL3353421,CC1CCc2c(c3c(n2C(C)C)-c2ccccc2C3=O)C1=O,20000.0,inactive
CHEMBL3353422,CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)C(Cc1ccccc1)(Cc1ccccc1)CC2,610.0,inactive
CHEMBL2011288,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1,130.0,intermediate
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,90.0,inactive
CHEMBL1651956,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(CC)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,2500.0,active
CHEMBL3344501,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H]([C@@H](C)CN2CCN(CCOC)CC2)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,25000.0,active
CHEMBL3426382,CCCc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1,184.0,active
CHEMBL3426384,Cc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1,100.0,active
CHEMBL3426386,COc1ccccc1-n1nnc(-c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)n1,261.0,active
CHEMBL3426387,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)n2)c1,78.9,intermediate
CHEMBL3426388,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1,118.0,intermediate
CHEMBL3426391,Cc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)cc1,137.0,intermediate
CHEMBL3426393,COc1ccccc1-n1nnc(-c2ccccc2NC(=O)c2ccc(C(F)(F)F)cc2)n1,451.0,intermediate
CHEMBL3426394,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)c1,11200.0,inactive
CHEMBL3426395,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)cc1,106.0,inactive
CHEMBL3426396,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(C(F)(F)F)cc3)n2)cc1OC,269.0,inactive
CHEMBL3426397,CCOc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(OC)c(OC)c3)n2)cc1,201.0,inactive
CHEMBL3426398,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(OC)c(OC)c3)n2)cc1,117.0,inactive
CHEMBL3426399,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(C(F)(F)F)cc3)n2)cc1,73.0,inactive
CHEMBL3426400,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3OC)n2)cc1,180.0,inactive
CHEMBL3426401,CCCc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(OC)cc3)n2)cc1,64.2,inactive
CHEMBL3426402,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,79.4,inactive
CHEMBL428402,O=C(Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1cnc2ccccc2c1,721.0,inactive
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,128.0,inactive
CHEMBL487805,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,10000.0,inactive
CHEMBL3542370,O=C(O)[C@H]1O[C@@H](Oc2c(O)cc3oc(-c4ccc(O)cc4)cc(=O)c3c2O)[C@H](O)[C@@H](O)[C@@H]1O,20000.0,inactive
CHEMBL1229211,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21,67000.0,inactive
CHEMBL1229211,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21,30000.0,active
CHEMBL3582149,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1)C2,357.0,active
CHEMBL3582155,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)c3ccc(OC)c(OC)c3)c1)C2,176.0,inactive
CHEMBL3582156,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c1)C2,207.0,inactive
CHEMBL3582167,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)c3ccc(OC)c(OC)c3)c1)C2,45.0,inactive
CHEMBL3582168,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c1)C2,38.0,inactive
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,24.0,inactive
CHEMBL3746458,CC(C)C[C@H]1c2[nH]c3ccccc3c2C[C@H]2C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N21,3250.0,intermediate
CHEMBL3747767,CC(C)C[C@H]1c2[nH]c3ccccc3c2C[C@H]2C(=O)N[C@@H](CCC(=O)O)C(=O)N21,10000.0,inactive
CHEMBL3747380,CC(C)C[C@H]1c2[nH]c3ccccc3c2C[C@H]2C(=O)N[C@@H](CCC(=O)NC(C)(C)C)C(=O)N21,3870.0,active
CHEMBL3746621,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](C)NC(=O)[C@@H]1C3,600.0,inactive
CHEMBL3746992,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](C)NC(=O)[C@H]1C3,10000.0,inactive
CHEMBL3746761,COc1cc2[nH]c3c(c2cc1OC)C[C@H]1C(=O)N[C@@H](C)C(=O)N1[C@H]3CC(C)C,10000.0,inactive
CHEMBL3746825,COc1cc2[nH]c3c(c2cc1OC)C[C@@H]1C(=O)N[C@@H](C)C(=O)N1[C@H]3CC(C)C,10000.0,inactive
CHEMBL3746770,COc1cc2[nH]c3c(c2cc1C)C[C@H]1C(=O)N[C@@H](C)C(=O)N1[C@H]3CC(C)C,1980.0,intermediate
CHEMBL3745801,COc1cc2[nH]c3c(c2cc1C)C[C@@H]1C(=O)N[C@@H](C)C(=O)N1[C@H]3CC(C)C,10000.0,inactive
CHEMBL3746458,CC(C)C[C@H]1c2[nH]c3ccccc3c2C[C@H]2C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N21,230.0,inactive
CHEMBL3747767,CC(C)C[C@H]1c2[nH]c3ccccc3c2C[C@H]2C(=O)N[C@@H](CCC(=O)O)C(=O)N21,230.0,inactive
CHEMBL3747380,CC(C)C[C@H]1c2[nH]c3ccccc3c2C[C@H]2C(=O)N[C@@H](CCC(=O)NC(C)(C)C)C(=O)N21,230.0,inactive
CHEMBL3746621,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](C)NC(=O)[C@@H]1C3,610.0,intermediate
CHEMBL3746992,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](C)NC(=O)[C@H]1C3,610.0,inactive
CHEMBL3746761,COc1cc2[nH]c3c(c2cc1OC)C[C@H]1C(=O)N[C@@H](C)C(=O)N1[C@H]3CC(C)C,1700.0,active
CHEMBL3746825,COc1cc2[nH]c3c(c2cc1OC)C[C@@H]1C(=O)N[C@@H](C)C(=O)N1[C@H]3CC(C)C,1700.0,intermediate
CHEMBL3746770,COc1cc2[nH]c3c(c2cc1C)C[C@H]1C(=O)N[C@@H](C)C(=O)N1[C@H]3CC(C)C,1810.0,intermediate
CHEMBL3745801,COc1cc2[nH]c3c(c2cc1C)C[C@@H]1C(=O)N[C@@H](C)C(=O)N1[C@H]3CC(C)C,1810.0,active
CHEMBL3764296,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)oc2c1,87800.0,active
CHEMBL3765024,COc1cc(OC)c2c(=O)cc(N3CCN(CCc4ccc([N+](=O)[O-])cc4)CC3)oc2c1,36900.0,intermediate
CHEMBL3764781,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(F)c(F)c4)CC3)oc2c1,66600.0,active
CHEMBL3763583,COc1cc(OC)c2c(=O)cc(N3CCN(CCc4ccccc4)CC3)oc2c1,100000.0,active
CHEMBL3765802,COc1ccc(CN2CCN(c3cc(=O)c4c(OC)cc(OC)cc4o3)CC2)cc1,100000.0,intermediate
CHEMBL3763441,COc1cc(OC)c2c(=O)cc(N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)oc2c1,12200.0,active
CHEMBL3764197,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4cccc([N+](=O)[O-])c4)CC3)oc2c1,38200.0,active
CHEMBL3764960,COC(=O)c1ccc(CN2CCN(c3cc(=O)c4c(OC)cc(OC)cc4o3)CC2)cc1,100000.0,active
CHEMBL3763752,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(C#N)cc4)CC3)oc2c1,99700.0,active
CHEMBL3765551,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccccc4[N+](=O)[O-])CC3)oc2c1,37600.0,active
CHEMBL3763817,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(C(F)(F)F)cc4)CC3)oc2c1,100000.0,active
CHEMBL3765052,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(SC(F)(F)F)cc4)CC3)oc2c1,100000.0,active
CHEMBL3763805,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(S(=O)(=O)C(F)(F)F)cc4)CC3)oc2c1,100000.0,active
CHEMBL3765286,COc1cc(OC)c2c(=O)cc(NCCc3ccc(OC)c(OC)c3)oc2c1,100000.0,inactive
CHEMBL410316,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3,730.0,intermediate
CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,520.0,inactive
CHEMBL3763433,COc1cc(OC)c2c(=O)cc(C(=O)N3CCN(CCc4ccc([N+](=O)[O-])cc4)CC3)oc2c1,100000.0,active
CHEMBL3763302,COc1cc(OC)c2c(=O)cc(C(=O)N3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)oc2c1,100000.0,inactive
CHEMBL3763734,COc1cc(O)c2c(=O)cc(C(=O)N3CCN(Cc4ccccc4[N+](=O)[O-])CC3)oc2c1,34900.0,active
CHEMBL3763735,COc1cc(O)c2c(=O)cc(C(=O)N3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)oc2c1,12000.0,inactive
CHEMBL2011285,O=C(c1cc(=O)c2c(OCc3ccccc3)cccc2o1)N1CCN(Cc2ccccc2)CC1,16300.0,active
